title,description,content,url,publishedAt,source,country,category
‘Stay away’ - UK hospitals tell Covid-19 patients not to visit amid summer outbreak of new FLiRT variants - The Independent,,,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3MvdWsvaG9tZS1uZXdzL2NvdmlkLWZsaXJ0LXZhcmlhbnRzLWhvc3BpdGFscy1zdW1tZXItb3V0YnJlYWstYjI1NzczNDEuaHRtbNIBAA?oc=5,2024-07-11T09:54:45Z,Google News,gb,politics
Nato summit live: China accuses alliance of seeking security at expense of others after Ukraine row - The Guardian,,,https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vd29ybGQvbGl2ZS8yMDI0L2p1bC8xMS9uYXRvLXN1bW1pdC1saXZlLWNoaW5hLWFjY3VzZXMtYWxsaWFuY2Utb2Ytc2Vla2luZy1zZWN1cml0eS1hdC1leHBlbnNlLW9mLW90aGVycy1hZnRlci11a3JhaW5lLXJvd9IBlQFodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vd29ybGQvbGl2ZS8yMDI0L2p1bC8xMS9uYXRvLXN1bW1pdC1saXZlLWNoaW5hLWFjY3VzZXMtYWxsaWFuY2Utb2Ytc2Vla2luZy1zZWN1cml0eS1hdC1leHBlbnNlLW9mLW90aGVycy1hZnRlci11a3JhaW5lLXJvdw?oc=5,2024-07-11T09:40:00Z,Google News,gb,politics
Dutch newspapers react to ‘scandalous’ penalty as England beat Netherlands in Euro 2024 semi-final - The Independent,,,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL25ldGhlcmxhbmRzLW5ld3NwYXBlcnMtZW5nbGFuZC1wZW5hbHR5LXJlZmVyZWUtcmVhY3Rpb24tYjI1Nzc4OTMuaHRtbNIBAA?oc=5,2024-07-11T09:35:18Z,Google News,gb,politics
Wimbledon 2024 LIVE: Tennis scores and updates from women’s semi-final day - The Independent,,,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3Nwb3J0L3Rlbm5pcy93aW1ibGVkb24tMjAyNC1saXZlLXN0cmVhbS1zY29yZXMtcmVzdWx0cy1yeWJha2luYS1kam9rb3ZpYy1iMjU3NzU0NS5odG1s0gEA?oc=5,2024-07-11T08:40:21Z,Google News,gb,politics
Rory McIlroy opens up on his ‘uncomfortable’ US Open heartache as he plays highly-exclusive round with Jon... - talkSPORT,,,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGFsa3Nwb3J0LmNvbS9zcG9ydC8xOTU2NzE5L3JvcnktbWNpbHJveS1zY290dGlzaC1vcGVuLWJyeXNvbi1kZWNoYW1iZWF1LWpvbi1yYWhtLWdvbGYtbmV3cy_SAWhodHRwczovL3RhbGtzcG9ydC5jb20vc3BvcnQvMTk1NjcxOS9yb3J5LW1jaWxyb3ktc2NvdHRpc2gtb3Blbi1icnlzb24tZGVjaGFtYmVhdS1qb24tcmFobS1nb2xmLW5ld3MvYW1wLw?oc=5,2024-07-11T08:34:00Z,Google News,gb,politics
Mount Etna eruption sparks 'red alert' and travel chaos in Italy - Metro.co.uk,,,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vbWV0cm8uY28udWsvMjAyNC8wNy8xMS9yZWQtYWxlcnQtaXNzdWVkLWZsaWdodHMtdm9sY2Fuby1lcnVwdGlvbi0yMTIwNTcyMC_SAVZodHRwczovL21ldHJvLmNvLnVrLzIwMjQvMDcvMTEvcmVkLWFsZXJ0LWlzc3VlZC1mbGlnaHRzLXZvbGNhbm8tZXJ1cHRpb24tMjEyMDU3MjAvYW1wLw?oc=5,2024-07-11T08:14:00Z,Google News,gb,politics
Alec Baldwin ‘Rust’ shooting trial live: Actor watches as cinematographer’s dying moments shown in court - The Independent,,,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3Mvd29ybGQvYW1lcmljYXMvY3JpbWUvYWxlYy1iYWxkd2luLXRyaWFsLXJ1c3QtbWFuc2xhdWdodGVyLXVwZGF0ZXMtYjI1Nzc0NDEuaHRtbNIBAA?oc=5,2024-07-11T08:00:00Z,Google News,gb,politics
Minister warns of ‘stain on society’ as figures show 1.6m children affected by two-child benefit cap – UK politics live - The Guardian,,,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9wb2xpdGljcy9saXZlLzIwMjQvanVsLzExL2tlaXItc3Rhcm1lci1sYWJvdXItbmF0by1nZHAtZGVmZW5jZS1zcGVuZGluZy11ay1wb2xpdGljcy1saXZl0gEA?oc=5,2024-07-11T07:32:00Z,Google News,gb,politics
iPhone 17 Pro Max Will Be First to Feature Three 48MP Camera Lenses - MacRumors,"Next year's iPhone 17 Pro Max will feature an upgraded 48-megapixel Tetraprism camera for enhanced photo quality and zoom functionality,...","Next year's iPhone 17 Pro Max will feature an upgraded 48-megapixel Tetraprism camera for enhanced photo quality and zoom functionality, according to Apple analyst Ming-Chi Kuo.
In his latest invest… [+1790 chars]",https://www.macrumors.com/2024/07/11/iphone-17-pro-max-48mp-telephoto/,2024-07-11T07:20:05Z,MacRumors,gb,politics
Health secretary orders review of NHS performance - BBC,,,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2FydGljbGVzL2NrZGdqamQxMnFnb9IBAA?oc=5,2024-07-11T06:37:23Z,Google News,gb,politics
Ofwat accused of ‘utter disregard for customers and environment’ over water bill rise plan; Thames put into special measures – business live - The Guardian,,,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy9saXZlLzIwMjQvanVsLzExL3VrLWVjb25vbXktZ3Jvd3MtMDQtbWF5LWhvdXNlaG9sZHMtOTQtd2F0ZXItYmlsbC1pbmNyZWFzZS1maXZlLXllYXJz0gF6aHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL2J1c2luZXNzL2xpdmUvMjAyNC9qdWwvMTEvdWstZWNvbm9teS1ncm93cy0wNC1tYXktaG91c2Vob2xkcy05NC13YXRlci1iaWxsLWluY3JlYXNlLWZpdmUteWVhcnM?oc=5,2024-07-11T06:21:00Z,Google News,gb,politics
Copa America and Euro 2024 | Semi-final agony for duo - Tottenham Hotspur,,,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnRvdHRlbmhhbWhvdHNwdXIuY29tL25ld3MvMjAyNC9qdWx5L2NvcGEtYW1lcmljYS1hbmQtZXVyby0yMDI0LXNlbWktZmluYWwtYWdvbnktZm9yLWR1by_SAQA?oc=5,2024-07-11T06:20:21Z,Google News,gb,politics
13 huge Coronation Street spoilers for next week - Digital Spy,,,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmRpZ2l0YWxzcHkuY29tL3NvYXBzL2Nvcm9uYXRpb24tc3RyZWV0L2E2MTU1Nzk1Ny9jb3JvbmF0aW9uLXN0cmVldC1zcG9pbGVycy1sYXVyZW4tYmV0aGFueS1kZWUtZGVlL9IBAA?oc=5,2024-07-11T06:14:11Z,Google News,gb,politics
"Samsung launch smart ring that can track sleep, movement and periods - Sky News",,,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vbmV3cy5za3kuY29tL3N0b3J5L3NhbXN1bmctbGF1bmNoLXNtYXJ0LXJpbmctdGhhdC1jYW4tdHJhY2stc2xlZXAtbW92ZW1lbnQtYW5kLXBlcmlvZHMtMTMxNzYzNjnSAWtodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS9hbXAvc2Ftc3VuZy1sYXVuY2gtc21hcnQtcmluZy10aGF0LWNhbi10cmFjay1zbGVlcC1tb3ZlbWVudC1hbmQtcGVyaW9kcy0xMzE3NjM2OQ?oc=5,2024-07-11T04:21:26Z,Google News,gb,politics
Keir Starmer gives go-ahead for British missiles to be used in strikes against targets inside Russia - Sky News,,,https://news.google.com/rss/articles/CBMiiAFodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS9rZWlyLXN0YXJtZXItZ2l2ZXMtZ28tYWhlYWQtZm9yLWJyaXRpc2gtbWlzc2lsZXMtdG8tYmUtdXNlZC1pbi1zdHJpa2VzLWFnYWluc3QtdGFyZ2V0cy1pbnNpZGUtcnVzc2lhLTEzMTc2Mzcw0gGMAWh0dHBzOi8vbmV3cy5za3kuY29tL3N0b3J5L2FtcC9rZWlyLXN0YXJtZXItZ2l2ZXMtZ28tYWhlYWQtZm9yLWJyaXRpc2gtbWlzc2lsZXMtdG8tYmUtdXNlZC1pbi1zdHJpa2VzLWFnYWluc3QtdGFyZ2V0cy1pbnNpZGUtcnVzc2lhLTEzMTc2Mzcw?oc=5,2024-07-11T04:01:25Z,Google News,gb,politics
"Debt, sewage and dividends: the rising tide of Thames Water’s troubles - The Guardian",,,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy9hcnRpY2xlLzIwMjQvanVsLzExL2RlYnQtc2V3YWdlLWFuZC1kaXZpZGVuZHMtdGhlLXJpc2luZy10aWRlLW9mLXRoYW1lcy13YXRlcnMtdHJvdWJsZXPSAXxodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vYnVzaW5lc3MvYXJ0aWNsZS8yMDI0L2p1bC8xMS9kZWJ0LXNld2FnZS1hbmQtZGl2aWRlbmRzLXRoZS1yaXNpbmctdGlkZS1vZi10aGFtZXMtd2F0ZXJzLXRyb3VibGVz?oc=5,2024-07-11T04:00:00Z,Google News,gb,politics
Galaxy Z Fold 6 and Z Flip 6 don’t appear to support seamless updates - SamMobile - Samsung news,"Samsung announced the the Galaxy Z Fold 6 and Galaxy Z Flip 6 on July 10, and using Android's developer ...","Samsung announced the the Galaxy Z Fold 6 and Galaxy Z Flip 6 on July 10, and using Android's developer tools, we discovered that the new foldables do not support seamless updates.
It's been almost … [+3377 chars]",https://www.sammobile.com/news/galaxy-z-fold-6-flip-6-seamless-updates-unsupported/,2024-07-11T03:59:00Z,SamMobile,gb,politics
Zendaya dons stylish outfit as she attends Slave Play at London's Noel Coward Theatre and poses with playwrigh - Daily Mail,,,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtMTM2MjIxNzEvWmVuZGF5YS1TbGF2ZS1QbGF5LUxvbmRvbnMtTm9lbC1Db3dhcmQtVGhlYXRyZS1wbGF5d3JpZ2h0LUplcmVteS1PLUhhcnJpcy5odG1s0gGJAWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay90dnNob3diaXovYXJ0aWNsZS0xMzYyMjE3MS9hbXAvWmVuZGF5YS1TbGF2ZS1QbGF5LUxvbmRvbnMtTm9lbC1Db3dhcmQtVGhlYXRyZS1wbGF5d3JpZ2h0LUplcmVteS1PLUhhcnJpcy5odG1s?oc=5,2024-07-11T03:11:01Z,Google News,gb,politics
Home Office says man living in UK since 1977 can stay after all - BBC.com,,,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jOThxMDhucHEyOG_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvYzk4cTA4bnBxMjhvLmFtcA?oc=5,2024-07-11T02:55:47Z,Google News,gb,politics
[Removed],[Removed],[Removed],https://removed.com,1970-01-01T00:00:00Z,[Removed],gb,politics
Biden backs Starmer’s bid to renegotiate Brexit and bring UK closer to EU - The Independent,,,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3MvdWsvcG9saXRpY3MvYmlkZW4tbWVldGluZy1zdGFybWVyLWJyZXhpdC1uYXRvLWIyNTc3NzgwLmh0bWzSAQA?oc=5,2024-07-10T23:56:55Z,Google News,gb,politics
Nasa astronauts from Boeing’s Starliner may be stuck in space until August - The Guardian,,,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zY2llbmNlL2FydGljbGUvMjAyNC9qdWwvMTAvbmFzYS1hc3Ryb25hdXRzLWJvZWluZy1zdGFybGluZXLSAVhodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vc2NpZW5jZS9hcnRpY2xlLzIwMjQvanVsLzEwL25hc2EtYXN0cm9uYXV0cy1ib2Vpbmctc3RhcmxpbmVy?oc=5,2024-07-10T19:13:00Z,Google News,gb,politics
Perrie Edwards reveals reason she’s putting off her wedding to football ace Alex Oxlade Chamberlain... - The Sun,,,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnRoZXN1bi5jby51ay90dmFuZHNob3diaXovMjkxMTc0NjQvcGVycmllLWVkd2FyZHMtd2VkZGluZy1hbGV4LW94bGFkZS1jaGFtYmVybGFpbi_SAWJodHRwczovL3d3dy50aGVzdW4uY28udWsvdHZhbmRzaG93Yml6LzI5MTE3NDY0L3BlcnJpZS1lZHdhcmRzLXdlZGRpbmctYWxleC1veGxhZGUtY2hhbWJlcmxhaW4vYW1wLw?oc=5,2024-07-10T18:20:32Z,Google News,gb,politics
FCA overhauls listing rules to boost growth and innovation on UK stock markets - FCA,,,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZjYS5vcmcudWsvbmV3cy9wcmVzcy1yZWxlYXNlcy9mY2Etb3ZlcmhhdWxzLWxpc3RpbmctcnVsZXMtYm9vc3QtZ3Jvd3RoLWFuZC1pbm5vdmF0aW9uLXVrLXN0b2NrLW1hcmtldHPSAQA?oc=5,2024-07-10T16:32:58Z,Google News,gb,politics
NASA discovers incredible planet that's like a 'super-Earth' and can 'harbour life' - Express,,,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvbmV3cy9zY2llbmNlLzE5MjEyODIvbmFzYS1leG9wbGFuZXQtc3R1ZHktc3BhY2UtbGlmZdIBUmh0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvbmV3cy9zY2llbmNlLzE5MjEyODIvbmFzYS1leG9wbGFuZXQtc3R1ZHktc3BhY2UtbGlmZS9hbXA?oc=5,2024-07-10T10:25:00Z,Google News,gb,politics
Video shows moment of Israeli strike on Gaza school shelter - Al Jazeera English,,,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vcHJvZ3JhbS9uZXdzZmVlZC8yMDI0LzcvMTAvdmlkZW8tc2hvd3MtbW9tZW50LW9mLWlzcmFlbGktc3RyaWtlLW9uLXBhY2tlZC1nYXphLXNjaG9vbC1zaGVsdGVy0gF7aHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvcHJvZ3JhbS9uZXdzZmVlZC8yMDI0LzcvMTAvdmlkZW8tc2hvd3MtbW9tZW50LW9mLWlzcmFlbGktc3RyaWtlLW9uLXBhY2tlZC1nYXphLXNjaG9vbC1zaGVsdGVy?oc=5,2024-07-10T09:19:42Z,Google News,gb,politics
Europe blasts back into the heavy launch biz with first Ariane 6 flight - The Register,,,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDI0LzA3LzEwL2FyaWFuZV82X2xhdW5jaF9zdWNjZXNzX2VzYS_SAUdodHRwczovL3d3dy50aGVyZWdpc3Rlci5jb20vQU1QLzIwMjQvMDcvMTAvYXJpYW5lXzZfbGF1bmNoX3N1Y2Nlc3NfZXNhLw?oc=5,2024-07-10T05:58:00Z,Google News,gb,politics
Southgate’s super sub secures England’s spot in Euro 2024 final - Football Daily podcast - The Guardian,,,https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vZm9vdGJhbGwvYXVkaW8vMjAyNC9qdWwvMTEvc291dGhnYXRlcy1zdXBlcnN1Yi1zZWN1cmVzLWVuZ2xhbmRzLXNwb3QtaW4tZXVyby0yMDI0LWZpbmFsLWZvb3RiYWxsLWRhaWx50gEA?oc=5,2024-07-11T12:40:23Z,Google News,gb,sports
Virgil van Dijk hints at shock Liverpool exit after 'emotional' end to season with Euro 2024 heartbreak - Evening Standard,,,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnN0YW5kYXJkLmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL3ZpcmdpbC12YW4tZGlqay1saXZlcnBvb2wtZmMtZXVyby0yMDI0LWIxMTcwMTAyLmh0bWzSAQA?oc=5,2024-07-11T12:18:13Z,Google News,gb,sports
"‘It’s going to be £20,000’: England fans mull cost of going to Euro final - The Guardian",,,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9mb290YmFsbC9hcnRpY2xlLzIwMjQvanVsLzExL2VuZ2xhbmQtZmFucy1jb3N0LWV1cm8tZmluYWwtc3BhaW7SAVtodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vZm9vdGJhbGwvYXJ0aWNsZS8yMDI0L2p1bC8xMS9lbmdsYW5kLWZhbnMtY29zdC1ldXJvLWZpbmFsLXNwYWlu?oc=5,2024-07-11T12:03:00Z,Google News,gb,sports
"Euro 2024: I don't want to jinx it, Starmer says about Euros bank holiday - BBC.com",,,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jZDE5N3pkeHY1Mm_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvY2QxOTd6ZHh2NTJvLmFtcA?oc=5,2024-07-11T12:01:27Z,Google News,gb,sports
FIA and Formula 1 announce 2025 Sprint Calendar - Formula 1,,,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmZvcm11bGExLmNvbS9lbi9sYXRlc3QvYXJ0aWNsZS9maWEtYW5kLWZvcm11bGEtMS1hbm5vdW5jZS0yMDI1LXNwcmludC1jYWxlbmRhci4zZmpPTkk2STljQXlUaEJqNzNvUVJY0gEA?oc=5,2024-07-11T12:00:33Z,Google News,gb,sports
Liverpool star Darwin Nunez involved in brawl with fans after Uruguay knocked out of Cope America - Sky News,,,https://news.google.com/rss/articles/CBMihQFodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS9saXZlcnBvb2wtc3Rhci1kYXJ3aW4tbnVuZXotaW52b2x2ZWQtaW4tYnJhd2wtd2l0aC1mYW5zLWFmdGVyLXVydWd1YXkta25vY2tlZC1vdXQtb2YtY29wZS1hbWVyaWNhLTEzMTc2NDcz0gGJAWh0dHBzOi8vbmV3cy5za3kuY29tL3N0b3J5L2FtcC9saXZlcnBvb2wtc3Rhci1kYXJ3aW4tbnVuZXotaW52b2x2ZWQtaW4tYnJhd2wtd2l0aC1mYW5zLWFmdGVyLXVydWd1YXkta25vY2tlZC1vdXQtb2YtY29wZS1hbWVyaWNhLTEzMTc2NDcz?oc=5,2024-07-11T11:21:24Z,Google News,gb,sports
"UEFA, Instagram, and X ruin a killer Euro 2024 celebration - The Verge",,,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDI0LzcvMTEvMjQxOTYzMTEvdWVmYS1pbnN0YWdyYW0teC10aGUta2lsbGVycy1jb3B5cmlnaHQtZXVyby0yMDI0LWNlbGVicmF0aW9u0gEA?oc=5,2024-07-11T10:41:21Z,Google News,gb,sports
"Lineker and Richards stunned by England star comparable to Yamal, cite 'brilliant' Man Utd display - Football365",,,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5mb290YmFsbDM2NS5jb20vbmV3cy9saW5la2VyLWFwcGxhdWRzLWluY3JlZGlibHktaW1wcmVzc2l2ZS1lbmdsYW5kLXN0YXItd2l0aC15YW1hbC1jb21wYXJpc29uLWhlLWp1c3QtYm9zc2VzLXRoZS1wbGFjZdIBAA?oc=5,2024-07-11T10:33:36Z,Google News,gb,sports
French referee Francois Letexier is handed England's Euro 2024 final against Spain - and he's already had a ru - Daily Mail,,,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9zcG9ydC9mb290YmFsbC9hcnRpY2xlLTEzNjIzMzU3L0ZyZW5jaC1GcmFuY29pcy1MZXRleGllci1FbmdsYW5kLUV1cm8tMjAyNC1TcGFpbi5odG1s0gF1aHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL2FydGljbGUtMTM2MjMzNTcvYW1wL0ZyZW5jaC1GcmFuY29pcy1MZXRleGllci1FbmdsYW5kLUV1cm8tMjAyNC1TcGFpbi5odG1s?oc=5,2024-07-11T10:24:23Z,Google News,gb,sports
[Removed],[Removed],[Removed],https://removed.com,1970-01-01T00:00:00Z,[Removed],gb,sports
Dutch newspapers react to ‘scandalous’ penalty as England beat Netherlands in Euro 2024 semi-final - The Independent,,,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL25ldGhlcmxhbmRzLW5ld3NwYXBlcnMtZW5nbGFuZC1wZW5hbHR5LXJlZmVyZWUtcmVhY3Rpb24tYjI1Nzc4OTMuaHRtbNIBAA?oc=5,2024-07-11T09:35:18Z,Google News,gb,sports
England ‘weak link’ should be dropped for the Euro 2024 final - Football365,,,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmZvb3RiYWxsMzY1LmNvbS9uZXdzL2VuZ2xhbmQtd2Vhay1saW5rLWRyb3BwZWQtZXVyby0yMDI0LWZpbmFsLW1haWxib3jSAQA?oc=5,2024-07-11T08:59:33Z,Google News,gb,sports
Wimbledon 2024 LIVE: Tennis scores and updates from women’s semi-final day - The Independent,,,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3Nwb3J0L3Rlbm5pcy93aW1ibGVkb24tMjAyNC1saXZlLXN0cmVhbS1zY29yZXMtcmVzdWx0cy1yeWJha2luYS1kam9rb3ZpYy1iMjU3NzU0NS5odG1s0gEA?oc=5,2024-07-11T08:40:21Z,Google News,gb,sports
Rory McIlroy opens up on his ‘uncomfortable’ US Open heartache as he plays highly-exclusive round with Jon... - talkSPORT,,,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGFsa3Nwb3J0LmNvbS9zcG9ydC8xOTU2NzE5L3JvcnktbWNpbHJveS1zY290dGlzaC1vcGVuLWJyeXNvbi1kZWNoYW1iZWF1LWpvbi1yYWhtLWdvbGYtbmV3cy_SAWhodHRwczovL3RhbGtzcG9ydC5jb20vc3BvcnQvMTk1NjcxOS9yb3J5LW1jaWxyb3ktc2NvdHRpc2gtb3Blbi1icnlzb24tZGVjaGFtYmVhdS1qb24tcmFobS1nb2xmLW5ld3MvYW1wLw?oc=5,2024-07-11T08:34:00Z,Google News,gb,sports
The Gareth Southgate mantra defining England’s Euro 2024 charge - The Independent,,,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL2dhcmV0aC1zb3V0aGdhdGUtZW5nbGFuZC1ldXJvLTIwMjQtbWFudHJhLWIyNTc3ODgzLmh0bWzSAQA?oc=5,2024-07-11T07:51:28Z,Google News,gb,sports
Novak Djokovic shows true colours with message to Alex de Minaur at Wimbledon - Express,,,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvc3BvcnQvdGVubmlzLzE5MjE3MDcvbm92YWstZGpva292aWMtYWxleC1kZS1taW5hdXItd2ltYmxlZG9u0gFaaHR0cHM6Ly93d3cuZXhwcmVzcy5jby51ay9zcG9ydC90ZW5uaXMvMTkyMTcwNy9ub3Zhay1kam9rb3ZpYy1hbGV4LWRlLW1pbmF1ci13aW1ibGVkb24vYW1w?oc=5,2024-07-11T07:37:00Z,Google News,gb,sports
Thought you had England all figured out? Think again after Euro 2024 semi-final triumph - The Independent,,,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL2VuZ2xhbmQtZXVyb3MtMjAyNC1maW5hbC1zcGFpbi1zdW5kYXktbmV0aGVybGFuZHMtYjI1Nzc4ODcuaHRtbNIBAA?oc=5,2024-07-11T07:10:19Z,Google News,gb,sports
"Jaden Philogene Hull City decision as Everton, Villa and Ipswich prepare bids - Hull Live",,,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3Lmh1bGxkYWlseW1haWwuY28udWsvc3BvcnQvZm9vdGJhbGwvZm9vdGJhbGwtbmV3cy9qYWRlbi1waGlsb2dlbmUtaHVsbC1jaXR5LWRlY2lzaW9uLTk0MDI5MzTSAWtodHRwczovL3d3dy5odWxsZGFpbHltYWlsLmNvLnVrL3Nwb3J0L2Zvb3RiYWxsL2Zvb3RiYWxsLW5ld3MvamFkZW4tcGhpbG9nZW5lLWh1bGwtY2l0eS1kZWNpc2lvbi05NDAyOTM0LmFtcA?oc=5,2024-07-11T06:59:00Z,Google News,gb,sports
"Roy Keane one game away from 10,000-mile move after Man Utd legend’s bonkers promise during England’s Euro... - The Sun",,,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZXN1bi5jby51ay9zcG9ydC8yOTEyNDUxOS9yb3kta2VhbmUtYXVzdHJhbGlhLWVuZ2xhbmQtbmV0aGVybGFuZHMtZXVyby0yMDI0LWZpbmFsL9IBZGh0dHBzOi8vd3d3LnRoZXN1bi5jby51ay9zcG9ydC8yOTEyNDUxOS9yb3kta2VhbmUtYXVzdHJhbGlhLWVuZ2xhbmQtbmV0aGVybGFuZHMtZXVyby0yMDI0LWZpbmFsL2FtcC8?oc=5,2024-07-11T06:31:32Z,Google News,gb,sports
Ollie Watkins already outlined 'dream' Premier League transfer before Euro 2024 heroics - Liverpool.com,,,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmxpdmVycG9vbC5jb20vbGl2ZXJwb29sLWZjLW5ld3MvZmVhdHVyZXMvb2xsaWUtd2F0a2lucy1kcmVhbS1hcnNlbmFsLW1vdmUtMjk1MTg3MzbSAWJodHRwczovL3d3dy5saXZlcnBvb2wuY29tL2xpdmVycG9vbC1mYy1uZXdzL2ZlYXR1cmVzL29sbGllLXdhdGtpbnMtZHJlYW0tYXJzZW5hbC1tb3ZlLTI5NTE4NzM2LmFtcA?oc=5,2024-07-11T05:04:21Z,Google News,gb,sports
Wales team announcement as two stars miss second Test through injury - Wales Online,,,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LndhbGVzb25saW5lLmNvLnVrL3Nwb3J0L3J1Z2J5L3J1Z2J5LW5ld3Mvd2FsZXMtdGVhbS1hbm5vdW5jZW1lbnQtZ2F0bGFuZC1uYW1lLTI5NTE4MDM50gFmaHR0cHM6Ly93d3cud2FsZXNvbmxpbmUuY28udWsvc3BvcnQvcnVnYnkvcnVnYnktbmV3cy93YWxlcy10ZWFtLWFubm91bmNlbWVudC1nYXRsYW5kLW5hbWUtMjk1MTgwMzkuYW1w?oc=5,2024-07-10T23:21:00Z,Google News,gb,sports
